dt,so2,no2,co,o3,pm10,pm2.5
2001-01-01,0.003542,0.03384,0.6543,0.00425,71.3,55.53
2001-01-02,0.001583,0.02759,0.5957,0.006084,428.0,160.6
2001-01-03,0.002125,0.0265,0.4458,0.006958,90.8,43.8
2001-01-04,0.003708,0.0287,0.533,0.007416,76.94,42.1
2001-01-05,0.005165,0.05063,1.158,0.0004582,98.06,69.75
2001-01-06,0.005627,0.04105,0.929,0.002708,89.06,57.94
2001-01-07,0.001333,0.01912,0.3083,0.00958,31.9,26.1
2001-01-13,0.004665,0.03754,0.7627,0.0065,57.88,57.22
2001-01-14,0.003166,0.01866,0.35,0.012955,43.75,31.42
2001-01-15,0.004124,0.02562,0.4792,0.00933,49.2,31.1
2001-01-16,0.00446,0.04193,0.8125,0.00408,63.9,43.75
2001-01-17,0.00771,0.0554,1.167,0.001,97.44,68.3
2001-01-18,0.01171,0.06113,1.4375,0.0002916,125.7,91.4
2001-01-19,0.011375,0.0631,1.741,0.0005,169.1,132.0
2001-01-20,0.00596,0.04855,1.196,0.0025,141.6,115.4
2001-01-21,0.007793,0.04565,1.2295,0.002874,144.4,113.25
2001-01-22,0.007168,0.05096,1.537,0.001208,162.1,124.6
2001-01-23,0.004208,0.04388,1.2295,0.004543,109.3,81.1
2001-01-24,0.00275,0.03525,0.9165,0.003876,54.22,32.38
2001-01-25,0.002333,0.02979,0.75,0.00862,43.53,27.89
2001-01-26,0.001,0.019,0.279,0.014626,32.03,17.62
2001-01-27,0.002,0.0345,0.526,0.005653,35.75,23.06
2001-01-28,0.003334,0.026,0.4583,0.01146,60.75,37.84
2001-01-29,0.006958,0.04605,0.7607,0.002913,81.2,42.53
2001-01-30,0.00629,0.05313,1.009,0.002,157.0,78.7
2001-01-31,0.00867,0.0583,1.2,0.0005,172.5,92.2
2001-02-01,0.003458,0.02429,0.4,0.01187,98.25,54.7
2001-02-02,0.007084,0.0469,0.7876,0.003458,79.3,50.06
2001-02-03,0.00862,0.0557,1.083,0.001125,159.6,85.25
2001-02-04,0.00857,0.05078,1.074,0.00261,194.5,101.3
2001-02-05,0.007126,0.0555,1.184,0.002708,191.6,110.06
2001-02-06,0.006584,0.05167,1.167,0.003124,147.5,96.44
2001-02-07,0.003479,0.03738,0.813,0.010826,88.06,71.7
2001-02-08,0.004665,0.03714,0.5127,0.010956,54.84,28.67
2001-02-09,0.01187,0.0437,0.683,0.006042,93.44,64.3
2001-02-10,0.004616,0.0416,0.671,0.00925,82.0,41.1
2001-02-12,0.00325,0.0393,0.525,0.00887,51.53,28.44
2001-02-13,0.004707,0.03476,0.4917,0.01175,60.62,34.2
2001-02-14,0.006607,0.03674,0.5654,0.011826,71.25,41.8
2001-02-15,0.00625,0.0495,0.908,0.00404,79.5,63.75
2001-02-16,0.00479,0.0356,0.4875,0.013084,52.44,37.75
2001-02-17,0.007084,0.05878,0.8833,0.00175,67.94,45.4
2001-02-18,0.00771,0.05603,1.017,0.002375,86.75,57.2
2001-02-19,0.00675,0.05746,1.059,0.00529,110.7,74.7
2001-02-20,0.00958,0.0874,1.925,0.003166,193.1,137.2
2001-02-21,0.00862,0.0725,1.55,0.0025,149.9,92.25
2001-02-22,0.01046,0.08026,1.542,0.001291,172.4,100.25
2001-02-23,0.006416,0.05304,1.121,0.006126,169.4,100.7
2001-02-24,0.001,0.02983,0.4583,0.01254,23.75,23.42
2001-02-25,0.003,0.02708,0.404,0.01587,58.9,31.0
2001-02-26,0.00468,0.05347,1.004,0.004173,120.4,63.47
2001-02-27,0.004665,0.054,1.004,0.00225,132.6,99.7
2001-02-28,0.002209,0.03833,0.658,0.005665,69.7,59.53
2001-03-01,0.00458,0.0423,0.821,0.006126,101.44,71.75
2001-03-02,0.00721,0.04974,1.167,0.001041,168.0,142.8
2001-03-03,0.005,0.03943,0.9375,0.00575,255.6,191.8
2001-03-04,0.001125,0.01738,0.3,0.02025,104.75,64.75
2001-03-05,0.00275,0.03238,0.4875,0.01133,158.8,58.2
2001-03-06,0.005707,0.04208,0.7544,0.005917,260.0,96.4
2001-03-07,0.00229,0.02118,0.346,0.01481,90.8,60.1
2001-03-08,0.001166,0.01974,0.346,0.02058,55.28,34.38
2001-03-09,0.001708,0.02887,0.4583,0.01591,68.4,32.03
2001-03-10,0.001291,0.0235,0.421,0.02063,68.44,45.5
2001-03-11,0.001542,0.03378,0.5874,0.01212,61.22,41.66
2001-03-12,0.002304,0.0348,0.5654,0.0159,66.6,40.06
2001-03-13,0.005,0.05188,0.8335,0.007584,95.6,59.7
2001-03-14,0.004166,0.0529,1.033,0.00725,91.2,66.6
2001-03-15,0.001333,0.0247,0.4333,0.01817,46.47,26.38
2001-03-16,0.002956,0.04944,0.862,0.007137,90.2,40.25
2001-03-17,0.003542,0.0478,0.8457,0.01125,122.25,84.7
2001-03-18,0.003374,0.04208,0.8335,0.011665,146.6,90.6
2001-03-19,0.003084,0.05038,1.178,0.004665,221.8,164.1
2001-03-20,0.002874,0.04562,0.8335,0.01275,212.5,107.0
2001-03-21,0.001833,0.04874,0.9,0.00775,167.1,66.06
2001-03-22,0.00175,0.03305,0.5127,0.014915,471.0,116.0
2001-03-23,0.003124,0.05566,0.896,0.006207,232.8,80.2
2001-03-24,0.00429,0.05887,0.9165,0.01163,166.0,75.44
2001-03-25,0.00575,0.04816,0.675,0.01246,143.0,69.6
2001-03-26,0.001227,0.02008,0.3125,0.01654,86.5,30.58
2001-03-27,0.003792,0.0454,0.579,0.005043,81.5,41.66
2001-03-28,0.00275,0.03476,0.4917,0.00946,82.3,41.38
2001-03-29,0.0035,0.0383,0.6167,0.00771,78.5,33.0
2001-03-30,0.004,0.04135,0.6226,0.006683,76.9,56.22
2001-03-31,0.004333,0.03326,0.65,0.008705,78.25,54.72
2001-04-01,0.00646,0.03072,0.4917,0.01117,79.25,27.62
2001-04-02,0.005043,0.04074,0.6167,0.006916,77.1,32.25
2001-04-03,0.004208,0.04034,0.7666,0.00796,97.75,47.78
2001-04-04,0.00496,0.05063,0.8877,0.006374,90.06,47.84
2001-04-05,0.005123,0.0475,0.6665,0.0085,96.1,49.66
2001-04-06,0.003918,0.05222,0.771,0.005917,108.1,52.84
2001-04-07,0.00596,0.05493,0.875,0.0035,88.94,50.03
2001-04-08,0.003876,0.04016,0.9,0.00829,101.75,55.34
2001-04-09,0.003708,0.03946,0.7207,0.01258,95.8,46.12
2001-04-10,0.007435,0.04553,0.7207,0.007435,182.6,66.8
2001-04-11,0.007534,0.03613,0.64,0.003733,311.0,119.5
2001-04-12,0.005,0.04114,0.4624,0.00862,238.2,71.44
2001-04-13,0.006084,0.0374,0.5127,0.01083,112.56,44.22
2001-04-14,0.003523,0.02605,0.4,0.01261,59.66,27.0
2001-04-18,0.00864,0.03525,1.05,0.010376,120.0,44.1
2001-04-19,0.006042,0.02979,0.8667,0.00825,86.06,47.6
2001-04-20,0.003666,0.01758,0.4167,0.01529,67.7,25.0
2001-04-21,0.006084,0.02167,0.5376,0.01171,72.3,31.5
2001-04-22,0.00596,0.01892,0.45,0.01584,81.75,36.5
2001-04-23,0.00887,0.02646,0.579,0.0188,98.1,46.1
2001-04-24,0.00904,0.024,0.579,0.010414,165.0,62.28
2001-04-25,0.00792,0.02208,0.6377,0.01292,176.1,79.2
2001-04-26,0.00975,0.02963,0.7544,0.00775,89.8,45.03
2001-04-27,0.007042,0.03262,0.821,0.00867,98.2,46.5
2001-04-28,0.006332,0.03174,0.9624,0.006332,104.7,49.72
2001-04-29,0.004,0.02417,0.579,0.011665,82.44,44.0
2001-04-30,0.003208,0.026,0.4126,0.01683,68.75,37.25
2001-05-01,0.003626,0.02422,0.4834,0.013,67.44,36.2
2001-05-02,0.002436,0.02795,0.4912,0.01139,47.03,20.69
2001-05-03,0.003292,0.03683,0.554,0.010544,70.06,42.06
2001-05-04,0.006084,0.04822,0.671,0.007,77.56,58.3
2001-05-05,0.006084,0.03488,0.6084,0.014206,92.06,62.4
2001-05-06,0.00579,0.02855,0.475,0.01646,65.1,42.4
2001-05-07,0.00441,0.02522,0.523,0.00782,42.34,26.83
2001-05-08,0.004707,0.03857,0.729,0.00796,83.94,48.25
2001-05-09,0.004665,0.02792,0.5083,0.01479,77.94,53.97
2001-05-10,0.0055,0.0265,0.4624,0.01741,70.06,43.28
2001-05-11,0.006,0.0288,0.554,0.01746,59.1,35.16
2001-05-12,0.0105,0.044,0.5044,0.0215,66.94,39.88
2001-05-13,0.00904,0.03653,0.4375,0.02538,66.56,37.03
2001-05-14,0.009,0.05695,0.5913,0.01617,81.9,41.75
2001-05-15,0.00858,0.04996,0.617,0.005737,69.3,44.6
2001-05-16,0.003708,0.0332,0.3833,0.01512,181.1,67.94
2001-05-17,0.005047,0.03568,0.5083,0.02437,170.9,81.3
2001-05-18,0.003334,0.02217,0.3542,0.02371,97.0,62.75
2001-05-19,0.004,0.03134,0.4875,0.02687,113.4,65.3
2001-05-20,0.004,0.02396,0.4167,0.02605,103.8,63.0
2001-05-21,0.00429,0.04178,0.5835,0.01767,69.3,38.22
2001-05-22,0.004166,0.03004,0.4417,0.0135,59.53,35.66
2001-05-23,0.00425,0.02158,0.2834,0.01859,32.22,14.25
2001-05-24,0.00487,0.04095,0.5347,0.01074,61.66,37.4
2001-05-25,0.003542,0.03012,0.3833,0.01483,52.12,30.8
2001-05-26,0.002583,0.0362,0.441,0.01341,81.3,28.75
2001-05-27,0.002333,0.03357,0.3542,0.02058,72.0,30.45
2001-05-28,0.003626,0.05188,0.4,0.015205,69.8,38.38
2001-05-29,0.005207,0.04007,0.4583,0.02771,97.2,57.22
2001-05-30,0.005333,0.03075,0.5044,0.0227,115.3,83.06
2001-05-31,0.00408,0.03403,0.404,0.01642,80.1,46.28
2001-06-01,0.00529,0.03467,0.4126,0.02112,79.06,39.1
2001-06-02,0.00529,0.0489,0.5957,0.01613,98.9,50.03
2001-06-03,0.005875,0.04147,0.592,0.02328,84.6,51.34
2001-06-04,0.006,0.0413,0.675,0.02591,173.0,109.1
2001-06-05,0.0045,0.04337,0.575,0.01263,122.94,64.44
2001-06-06,0.002947,0.04654,0.7,0.01226,108.56,52.16
2001-06-07,0.004623,0.05453,0.6543,0.01613,115.1,55.78
2001-06-08,0.006374,0.0653,0.825,0.01471,122.8,61.1
2001-06-09,0.00729,0.073,0.775,0.01755,98.3,53.78
2001-06-10,0.005375,0.04483,0.567,0.0407,91.94,47.4
2001-06-11,0.002708,0.0375,0.3875,0.02654,76.3,40.78
2001-06-12,0.002542,0.04907,0.521,0.01388,106.94,59.47
2001-06-13,0.001333,0.042,0.4958,0.01204,59.62,32.28
2001-06-14,0.001291,0.02704,0.225,0.01596,31.17,13.05
2001-06-15,0.002167,0.03345,0.2542,0.02487,33.53,6.22
2001-06-16,0.005,0.05508,0.525,0.01329,62.16,24.67
2001-06-17,0.004417,0.0421,0.4792,0.02608,74.9,38.9
2001-06-18,0.00225,0.0393,0.5293,0.00816,43.28,57.0
2001-06-22,0.00396,0.03543,0.4,0.01892,53.25,8.75
2001-06-23,0.00425,0.04245,0.4792,0.01,55.4,24.3
2001-06-24,0.0025,0.0357,0.579,0.003626,59.25,11.71
2001-06-25,0.003208,0.0357,0.546,0.012085,58.47,15.3
2001-06-26,0.003292,0.03345,0.3958,0.013374,45.88,19.9
2001-06-27,0.002916,0.03363,0.3875,0.01029,54.22,24.67
2001-06-28,0.00404,0.04053,0.471,0.006668,56.03,22.42
2001-06-29,0.003876,0.04456,0.771,0.0015,62.22,44.22
2001-06-30,0.002459,0.02646,0.4417,0.01329,38.75,15.25
2001-07-01,0.002832,0.03476,0.717,0.009125,65.2,33.4
2001-07-02,0.003231,0.03784,0.7847,0.003693,60.34,27.5
2001-07-03,0.003666,0.02884,0.4111,0.002455,41.28,17.22
2001-07-04,0.002874,0.01912,0.2333,0.008835,37.94,11.95
2001-07-05,0.002792,0.02106,0.3374,0.007,46.97,27.05
2001-07-06,0.002392,0.03574,0.561,0.02083,70.56,39.22
2001-07-07,0.002083,0.02821,0.4666,0.03296,65.9,31.27
2001-07-08,0.00204,0.02034,0.296,0.02629,38.34,22.27
2001-07-09,0.002333,0.02875,0.3916,0.01971,46.47,25.0
2001-07-10,0.0025,0.0348,0.4792,0.0045,49.5,4.453
2001-07-11,0.002083,0.036,0.554,0.01475,38.0,15.664
2001-07-12,0.002348,0.03806,0.6304,0.013565,69.2,38.3
2001-07-13,0.001375,0.03943,0.5376,0.01646,54.75,26.22
2001-07-14,0.001291,0.0381,0.6,0.008705,62.66,36.25
2001-07-15,0.001416,0.01945,0.35,0.01229,14.96,11.05
2001-07-16,0.001333,0.022,0.3625,0.01354,27.33,7.582
2001-07-17,0.001333,0.02174,0.2834,0.01875,30.62,12.875
2001-07-18,0.001542,0.03555,0.4417,0.01892,52.1,18.2
2001-07-19,0.002348,0.04422,0.648,0.02908,85.6,45.72
2001-07-20,0.0015,0.02925,0.5,0.007584,60.62,27.88
2001-07-21,0.001041,0.02083,0.4917,0.0009165,41.38,14.125
2001-07-22,0.001125,0.01204,0.296,0.003292,28.58,8.5
2001-07-23,0.001291,0.0231,0.4792,0.010124,33.8,15.56
2001-07-25,0.002909,0.04434,0.7417,0.013374,64.7,28.58
2001-07-26,0.007042,0.03004,0.604,0.0065,54.62,18.88
2001-07-27,0.00529,0.03217,0.55,0.003416,47.84,18.58
2001-07-28,0.005,0.03378,0.6045,0.00983,65.5,31.56
2001-07-29,0.001458,0.02092,0.4458,0.006042,26.42,10.54
2001-07-30,0.00125,0.01834,0.4624,0.001917,25.45,13.04
2001-07-31,0.001041,0.01729,0.5083,0.001166,25.17,6.918
2001-08-01,0.001291,0.01958,0.521,0.002,31.75,10.914
2001-08-02,0.001125,0.02196,0.4624,0.0075,36.34,12.875
2001-08-03,0.001667,0.02542,0.55,0.01396,50.9,20.8
2001-08-04,0.00275,0.02716,0.5127,0.02087,58.34,29.55
2001-08-05,0.004417,0.02325,0.425,0.01017,41.03,17.05
2001-08-06,0.003542,0.0343,0.4417,0.01229,44.84,13.46
2001-08-07,0.002792,0.03265,0.571,0.00425,62.84,20.7
2001-08-08,0.002333,0.02667,0.4375,0.01112,43.44,21.0
2001-08-09,0.004044,0.03522,0.461,0.01787,60.22,23.56
2001-08-10,0.00396,0.0357,0.55,0.01772,57.1,23.08
2001-08-11,0.003565,0.03348,0.4783,0.006416,53.22,16.3
2001-08-12,0.002125,0.01955,0.275,0.01129,27.62,6.793
2001-08-13,0.002087,0.02,0.3875,0.005917,18.55,8.75
2001-08-14,0.00204,0.03079,0.604,0.006584,35.03,11.04
2001-08-15,0.002,0.0317,0.646,0.003166,44.0,18.61
2001-08-16,0.001792,0.0345,0.6377,0.013336,43.9,19.7
2001-08-17,0.001416,0.02762,0.4792,0.01118,46.4,17.5
2001-08-18,0.001125,0.014336,0.2542,0.009415,23.55,7.293
2001-08-19,0.001,0.0135,0.2208,0.01724,16.7,6.684
2001-08-20,0.001542,0.02846,0.45,0.01479,35.0,8.695
2001-08-21,0.001667,0.03857,0.7085,0.01878,61.38,24.42
2001-08-22,0.001416,0.03317,0.6294,0.01442,68.6,33.22
2001-08-23,0.001583,0.0305,0.6206,0.02025,68.2,31.88
2001-08-24,0.00225,0.0398,0.6543,0.0135,56.75,23.05
2001-08-25,0.001959,0.04642,0.8125,0.00875,60.72,27.12
2001-08-26,0.001208,0.02467,0.454,0.02087,46.66,18.67
2001-08-27,0.001041,0.02296,0.3208,0.01678,28.75,7.625
2001-08-28,0.001125,0.02422,0.3833,0.01678,25.2,8.0
2001-08-29,0.001375,0.0368,0.6084,0.00754,54.16,17.3
2001-08-30,0.001708,0.03108,0.25,0.01417,33.88,12.164
2001-08-31,0.001708,0.04007,0.1,0.01342,58.38,25.69
2001-09-01,0.001416,0.04047,0.3916,0.01517,48.9,21.77
2001-09-02,0.001917,0.02058,0.3208,0.01817,32.16,16.33
2001-09-03,0.001291,0.02834,0.5293,0.01846,33.22,11.914
2001-09-04,0.001875,0.03903,0.55,0.01358,50.25,11.305
2001-09-05,0.00175,0.0463,0.6377,0.0222,79.75,36.1
2001-09-06,0.001391,0.0528,0.883,0.00896,78.2,38.3
2001-09-07,0.001083,0.02513,0.454,0.00996,46.1,20.62
2001-09-08,0.001041,0.02379,0.375,0.014206,26.83,8.125
2001-09-09,0.001,0.01895,0.3083,0.01525,12.664,4.543
2001-09-10,0.001041,0.02167,0.325,0.012085,22.0,6.332
2001-09-11,0.001291,0.02309,0.3333,0.01275,26.05,10.5
2001-09-12,0.001773,0.025,0.3455,0.013374,28.23,12.91
2001-09-13,0.002333,0.02158,0.279,0.01475,27.25,12.54
2001-09-14,0.001917,0.01991,0.2333,0.01529,26.2,14.91
2001-09-15,0.003,0.0323,0.5044,0.01512,28.62,16.0
2001-09-16,0.002874,0.02933,0.4792,0.02641,47.03,28.5
2001-09-17,0.003416,0.0383,0.5127,0.00958,53.53,24.33
2001-09-18,0.00204,0.02696,0.4,0.01712,68.06,27.8
2001-09-19,0.003792,0.03625,0.521,0.010124,64.8,19.92
2001-09-20,0.004417,0.0359,0.717,0.005207,77.7,24.2
2001-09-21,0.003124,0.02576,0.3916,0.00938,67.4,18.67
2001-09-22,0.002459,0.02467,0.3625,0.010956,27.58,8.914
2001-09-23,0.003124,0.0255,0.3042,0.01537,30.75,13.125
2001-09-24,0.003416,0.03754,0.521,0.0115,53.47,21.38
2001-09-25,0.002874,0.0287,0.421,0.01321,35.1,15.21
2001-09-26,0.003,0.0381,0.55,0.011665,34.88,19.47
2001-09-27,0.004707,0.04953,0.9126,0.00996,80.94,33.7
2001-09-28,0.003374,0.03696,0.4834,0.011955,27.44,29.47
2001-09-29,0.002666,0.02805,0.3833,0.01187,36.75,14.23
2001-09-30,0.001875,0.01996,0.3374,0.006874,21.38,14.37
2001-10-01,0.001625,0.02063,0.3374,0.00792,13.25,5.832
2001-10-02,0.002375,0.02359,0.4875,0.01046,26.25,11.0
2001-10-03,0.002708,0.03029,0.6084,0.003458,43.66,20.5
2001-10-04,0.002708,0.02896,0.4583,0.00679,34.38,17.78
2001-10-05,0.002333,0.03117,0.4917,0.01271,34.12,15.44
2001-10-06,0.003458,0.03458,0.75,0.00816,47.38,20.9
2001-10-07,0.001917,0.0195,0.2333,0.015045,28.88,14.95
2001-10-08,0.00204,0.02412,0.35,0.013794,28.05,9.086
2001-10-09,0.002043,0.02882,0.4783,0.00448,24.44,10.35
2001-10-10,0.002375,0.0273,0.425,0.008545,22.75,5.418
2001-10-11,0.003834,0.032,0.854,0.005123,48.1,21.88
2001-10-12,0.003653,0.03766,0.7437,0.006042,59.22,26.44
2001-10-13,0.004707,0.05472,1.092,0.007835,91.06,41.66
2001-10-14,0.003166,0.04742,0.8706,0.00775,83.0,44.22
2001-10-15,0.003826,0.048,0.665,0.001565,63.88,27.27
2001-10-16,0.004208,0.04846,0.7666,0.00775,90.4,48.6
2001-10-17,0.003521,0.03488,0.3782,0.01,46.4,17.05
2001-10-18,0.004707,0.04984,0.7334,0.003876,61.38,28.86
2001-10-19,0.005165,0.0667,1.004,0.00225,79.9,31.38
2001-10-20,0.005585,0.0637,0.942,0.00375,102.06,40.16
2001-10-21,0.00396,0.05,0.775,0.006374,78.56,38.0
2001-10-22,0.005665,0.06335,1.075,0.01033,117.3,54.56
2001-10-23,0.00552,0.0703,1.078,0.007416,154.8,78.2
2001-10-24,0.00575,0.0835,1.279,0.0025,165.0,82.56
2001-10-25,0.005417,0.0699,1.217,0.00479,150.6,80.44
2001-10-26,0.005825,0.07306,1.165,0.004086,174.2,95.2
2001-10-27,0.00529,0.07623,1.392,0.002167,246.8,130.9
2001-10-28,0.003458,0.04456,0.6416,0.01158,120.75,65.7
2001-10-29,0.001478,0.03418,0.4739,0.00967,46.5,19.92
2001-10-30,0.001542,0.0455,0.6294,0.004543,75.94,29.08
2001-10-31,0.002209,0.04678,0.4792,0.006584,63.25,29.33
2001-11-01,0.001416,0.0275,0.375,0.01288,66.75,30.7
2001-11-02,0.001542,0.04803,0.7373,0.001959,69.06,26.3
2001-11-03,0.00275,0.04486,0.671,0.00575,65.9,34.72
2001-11-04,0.001917,0.053,0.954,0.0035,66.7,30.58
2001-11-05,0.002167,0.04645,1.033,0.001416,87.56,42.06
2001-11-06,0.001333,0.02663,0.5127,0.00646,77.7,39.97
2001-11-07,0.001792,0.05292,1.158,0.001166,88.6,46.97
2001-11-08,0.002459,0.05328,1.0,0.00125,91.5,42.03
2001-11-09,0.001583,0.04227,0.7876,0.002832,60.5,40.53
2001-11-10,0.001708,0.04074,0.8,0.001333,55.97,27.0
2001-11-11,0.002348,0.04495,1.135,0.001782,80.2,42.3
2001-11-12,0.001583,0.0408,0.875,0.002542,88.06,48.78
2001-11-13,0.001583,0.04193,0.75,0.000875,66.44,30.53
2001-11-14,0.002375,0.04184,0.7915,0.001792,80.75,39.06
2001-11-15,0.002874,0.04608,0.875,0.001833,67.2,34.97
2001-11-16,0.00426,0.05447,1.144,0.0005217,89.6,40.0
2001-11-17,0.003042,0.05865,1.329,0.002167,105.94,55.22
2001-11-18,0.00546,0.05716,1.15,0.001416,104.7,51.88
2001-11-19,0.00579,0.0726,1.509,0.00075,130.6,56.28
2001-11-20,0.005783,0.07336,1.539,0.0007825,147.6,68.3
2001-11-21,0.007084,0.08136,1.592,0.0009584,208.0,107.7
2001-11-22,0.004272,0.0825,2.008,0.000708,269.5,137.9
2001-11-23,0.003626,0.0454,1.296,0.001542,197.9,99.7
2001-11-24,0.003609,0.0343,1.147,0.001913,165.1,97.06
2001-11-25,0.00125,0.007835,0.2708,0.00862,67.94,55.84
2001-11-26,0.001208,0.015205,0.3708,0.00838,42.03,24.22
2001-11-27,0.001458,0.02179,0.5293,0.0055,44.25,26.25
2001-11-28,0.00446,0.02824,0.7,0.003834,61.4,24.75
2001-11-29,0.002459,0.0272,0.704,0.001667,76.7,45.97
2001-11-30,0.001166,0.014626,0.3833,0.01017,52.0,35.75
2001-12-01,0.002375,0.0312,0.8623,0.00225,72.7,38.78
2001-12-02,0.001667,0.02354,0.5957,0.002583,65.1,36.66
2001-12-03,0.002708,0.02629,0.675,0.002832,66.94,28.5
2001-12-04,0.001917,0.02408,0.6333,0.004707,62.16,31.8
2001-12-05,0.00125,0.01962,0.471,0.007126,52.34,26.95
2001-12-06,0.002,0.01584,0.454,0.01112,55.97,32.4
2001-12-07,0.0025,0.02995,0.875,0.00404,77.3,41.6
2001-12-08,0.003626,0.03204,0.9917,0.00404,75.7,35.62
2001-12-09,0.002695,0.0244,0.7437,0.005783,72.4,42.06
2001-12-10,0.003124,0.0328,1.046,0.003834,96.94,41.72
2001-12-11,0.003374,0.03424,1.075,0.004665,80.0,45.1
2001-12-12,0.002083,0.03488,0.975,0.00229,66.5,38.88
2001-12-13,0.001125,0.013336,0.3792,0.008545,279.0,63.88
2001-12-14,0.001416,0.015045,0.3958,0.01063,133.9,37.66
2001-12-15,0.001125,0.01663,0.3584,0.010376,73.3,25.38
2001-12-16,0.003626,0.03488,0.8706,0.002125,66.6,36.88
2001-12-17,0.003738,0.03387,0.804,0.003347,77.5,35.6
2001-12-18,0.00225,0.02995,0.6294,0.002375,56.9,36.2
2001-12-19,0.003334,0.0399,1.0205,0.0006666,84.4,40.5
2001-12-20,0.003918,0.0392,0.975,0.00075,85.8,48.6
2001-12-21,0.001708,0.02463,0.55,0.006332,52.22,32.4
2001-12-22,0.0025,0.02759,0.6304,0.005665,71.8,34.84
2001-12-23,0.003208,0.03378,0.8667,0.003374,71.94,40.9
2001-12-24,0.004333,0.03995,1.042,0.0009584,92.75,55.62
2001-12-25,0.003124,0.02776,0.571,0.004543,69.56,43.9
2001-12-26,0.003174,0.03665,0.826,0.00226,85.4,45.25
2001-12-27,0.00225,0.03268,0.7393,0.003666,71.5,35.47
2001-12-28,0.004375,0.0428,1.009,0.001625,77.8,39.16
2001-12-29,0.004417,0.03635,0.95,0.002625,111.6,47.5
2001-12-30,0.0015,0.014915,0.3875,0.00857,86.3,28.22
2001-12-31,0.002125,0.0358,0.9956,0.000375,70.1,28.55
2002-01-01,0.001416,0.01121,0.3,0.01241,45.03,29.38
2002-01-02,0.001542,0.01234,0.3374,0.01129,32.5,23.33
2002-01-03,0.003124,0.03595,0.9165,0.002666,62.1,32.28
2002-01-04,0.006332,0.0458,1.142,0.0004168,146.4,50.0
2002-01-05,0.001583,0.02083,0.475,0.005043,107.06,34.34
2002-01-06,0.002,0.03214,0.842,0.001041,63.78,34.47
2002-01-07,0.001375,0.01709,0.421,0.004665,54.4,33.72
2002-01-08,0.001083,0.01358,0.3833,0.005917,99.06,31.2
2002-01-09,0.002913,0.038,0.9653,0.001913,81.5,37.1
2002-01-10,0.003374,0.04645,1.254,0.0004582,101.4,49.9
2002-01-11,0.004543,0.0368,1.112,0.002083,170.8,84.5
2002-01-12,0.004917,0.05426,1.625,0.002125,203.9,102.94
2002-01-13,0.003666,0.02808,0.933,0.00425,166.4,76.2
2002-01-14,0.00229,0.0312,0.9624,0.003876,83.06,26.55
2002-01-15,0.001478,0.03014,1.165,0.002913,88.44,48.22
2002-01-16,0.001833,0.01425,0.3708,0.005627,26.05,19.22
2002-01-17,0.001416,0.01775,0.5166,0.005,30.3,23.27
2002-01-18,0.001875,0.01988,0.7,0.003792,54.12,30.95
2002-01-19,0.00125,0.02808,0.85,0.002167,67.3,39.72
2002-01-20,0.001291,0.02995,0.825,0.0006666,77.44,46.06
2002-01-21,0.001291,0.02304,0.675,0.001917,66.3,50.72
2002-01-22,0.0017395,0.01305,0.4827,0.005,87.1,54.9
2002-01-23,0.002874,0.0155,0.5835,0.005375,88.7,40.66
2002-01-24,0.003124,0.02638,0.8623,0.003334,64.3,28.0
2002-01-25,0.004124,0.0334,1.125,0.002792,84.7,40.25
2002-01-26,0.004875,0.03796,1.162,0.0025,109.8,56.94
2002-01-27,0.00446,0.01791,0.683,0.0055,111.5,65.75
2002-01-28,0.002459,0.014206,0.5166,0.00733,66.44,46.88
2002-01-29,0.00396,0.0183,0.579,0.005,52.03,13.625
2002-01-31,0.002209,0.02126,0.65,0.00425,69.44,17.78
2002-02-01,0.005165,0.03387,0.8833,0.001083,69.94,38.53
2002-02-02,0.006916,0.03674,0.804,0.001125,81.44,35.6
2002-02-03,0.004417,0.04108,1.037,0.001542,111.6,54.34
2002-02-04,0.004833,0.0578,1.3955,8.33e-05,158.2,72.3
2002-02-05,0.006573,0.05157,1.009,0.0009584,147.8,60.3
2002-02-06,0.005333,0.0392,0.7627,0.001959,144.4,57.34
2002-02-07,0.002916,0.02576,0.4333,0.004707,167.0,68.56
2002-02-08,0.003792,0.03207,0.521,0.002708,99.06,41.03
2002-02-09,0.001083,0.01429,0.2708,0.00916,48.28,23.7
2002-02-10,0.002083,0.01762,0.3416,0.007084,59.72,30.0
2002-02-11,0.001917,0.01371,0.3333,0.00946,54.66,34.0
2002-02-12,0.001458,0.014,0.2917,0.010376,44.28,27.55
2002-02-13,0.00204,0.01584,0.3208,0.011,49.66,26.17
2002-02-14,0.00275,0.02925,0.575,0.006542,71.44,31.67
2002-02-15,0.00479,0.038,0.6875,0.003,80.56,48.12
2002-02-16,0.006126,0.04147,0.7666,0.0015,108.06,57.22
2002-02-17,0.004166,0.02634,0.5044,0.003626,99.94,62.4
2002-02-18,0.001875,0.01171,0.2542,0.012085,44.84,33.78
2002-02-19,0.004,0.0237,0.4478,0.006783,55.47,36.9
2002-02-20,0.006416,0.04,0.658,0.002375,75.7,48.4
2002-02-21,0.005123,0.045,0.7793,0.003208,114.8,73.56
2002-02-22,0.00539,0.036,0.6,0.004303,125.75,82.0
2002-02-23,0.005043,0.03104,0.4875,0.00275,87.56,36.4
2002-02-24,0.00525,0.03192,0.5415,0.004166,86.7,42.28
