dt,so2,no2,co,o3,pm10,pm2.5
2018-08-28,0.004707,0.01471,0.296,0.00475,12.29,6.293
2018-08-29,0.005,0.013916,0.2876,0.00529,13.586,6.832
2018-08-30,0.004833,0.01796,0.3584,0.01733,25.88,17.0
2018-08-31,0.00496,0.0228,0.3958,0.01895,23.31,14.29
2018-09-01,0.005207,0.01254,0.346,0.01979,20.42,10.0
2018-09-02,0.004917,0.00829,0.2876,0.02867,14.164,6.5
2018-09-03,0.004875,0.01724,0.3208,0.01263,14.68,8.05
2018-09-04,0.004826,0.01522,0.3303,0.01935,15.664,7.207
2018-09-05,0.00496,0.01804,0.325,0.02983,28.0,10.48
2018-09-06,0.00529,0.0253,0.3958,0.0268,30.45,16.83
2018-09-07,0.004917,0.01695,0.3374,0.02908,23.62,11.664
2018-09-08,0.004833,0.02037,0.3792,0.01926,26.38,11.125
2018-09-09,0.00479,0.014336,0.3374,0.02496,21.52,9.5
2018-09-10,0.00475,0.01117,0.2834,0.02675,15.29,5.543
2018-09-11,0.0045,0.01223,0.2773,0.0246,14.73,6.316
2018-09-12,0.004707,0.01883,0.2876,0.02467,18.42,8.414
2018-09-13,0.00496,0.02092,0.3167,0.01567,21.8,10.5
2018-09-14,0.00475,0.0182,0.3083,0.014915,21.05,10.61
2018-09-15,0.00496,0.022,0.3125,0.011665,14.54,7.418
2018-09-16,0.00496,0.01912,0.3916,0.01712,34.66,24.25
2018-09-17,0.004833,0.0215,0.375,0.022,25.77,14.77
2018-09-18,0.005165,0.0324,0.454,0.014206,35.9,17.38
2018-09-19,0.005047,0.02869,0.3909,0.01695,37.25,19.39
2018-09-20,0.005207,0.01712,0.2125,0.02296,17.33,9.04
2018-09-21,0.005123,0.018,0.2208,0.0157,11.22,5.418
2018-09-22,0.005123,0.024,0.3083,0.01846,29.7,12.086
2018-09-23,0.004875,0.01613,0.2542,0.02313,29.88,11.0
2018-09-24,0.00458,0.01146,0.2,0.02234,17.05,6.61
2018-09-25,0.004818,0.00796,0.1909,0.02359,18.14,7.668
2018-09-26,0.00446,0.00675,0.1542,0.02805,10.25,5.168
2018-09-27,0.004417,0.01329,0.1459,0.02287,12.164,6.0
2018-09-28,0.00475,0.01921,0.1958,0.01479,16.88,7.293
2018-09-29,0.004707,0.01996,0.2125,0.01466,18.58,8.586
2018-09-30,0.004417,0.01454,0.1917,0.02063,24.7,9.5
2018-10-01,0.00458,0.013664,0.1708,0.02287,23.58,8.836
2018-10-02,0.004875,0.02629,0.2708,0.01442,28.3,13.0
2018-10-03,0.005123,0.02817,0.3167,0.014915,41.88,15.914
2018-10-04,0.005123,0.01974,0.2167,0.02063,22.2,11.414
2018-10-05,0.00479,0.01974,0.1875,0.01933,14.305,6.957
2018-10-06,0.004665,0.01625,0.1625,0.02205,7.047,5.375
2018-10-07,0.00458,0.018,0.3083,0.01721,28.88,11.375
2018-10-08,0.004917,0.02863,0.279,0.010544,25.45,8.664
2018-10-09,0.004875,0.02959,0.2666,0.007168,28.73,11.305
2018-10-10,0.004417,0.01512,0.2125,0.01784,18.95,10.164
2018-10-11,0.004166,0.01704,0.1917,0.014626,18.88,8.96
2018-10-12,0.004635,0.02763,0.3044,0.008316,24.8,12.25
2018-10-13,0.005043,0.0333,0.3542,0.00821,32.03,17.67
2018-10-14,0.00496,0.02583,0.3208,0.01758,30.5,16.67
2018-10-15,0.005207,0.03162,0.4666,0.0188,50.88,29.62
2018-10-16,0.005,0.03412,0.4292,0.010086,48.0,25.25
2018-10-17,0.005165,0.033,0.404,0.00938,33.6,16.73
2018-10-18,0.00496,0.02158,0.2542,0.01079,17.08,8.04
2018-10-19,0.004707,0.02429,0.2542,0.01383,22.55,9.5
2018-10-20,0.00496,0.03696,0.404,0.007084,42.22,17.95
2018-10-21,0.00496,0.03516,0.4167,0.01217,41.75,21.33
2018-10-22,0.00575,0.04514,0.4792,0.00862,45.62,26.45
2018-10-23,0.0055,0.03845,0.4417,0.00829,41.53,22.08
2018-10-24,0.004917,0.0331,0.3875,0.00733,38.72,16.58
2018-10-25,0.005272,0.03717,0.4136,0.004955,38.38,17.5
2018-10-26,0.005085,0.03482,0.3374,0.00671,33.12,16.17
2018-10-27,0.00404,0.01559,0.1792,0.01692,29.86,6.316
2018-10-28,0.004543,0.02379,0.2458,0.00987,16.27,8.164
2018-10-29,0.0045,0.02046,0.2583,0.01175,18.08,8.336
2018-10-30,0.004623,0.02037,0.2458,0.01087,22.88,10.625
2018-10-31,0.004543,0.02458,0.2458,0.01021,22.92,10.875
2018-11-01,0.005165,0.03845,0.5166,0.006042,37.75,18.38
2018-11-02,0.0055,0.0455,0.5547,0.005226,40.0,21.6
2018-11-03,0.0055,0.04855,0.579,0.006,49.47,27.38
2018-11-04,0.005207,0.03943,0.521,0.01021,42.0,24.08
2018-11-05,0.005627,0.04492,0.5415,0.005123,54.16,28.62
2018-11-06,0.006374,0.0561,0.7,0.002874,84.25,51.2
2018-11-07,0.00564,0.03105,0.491,0.007545,49.47,34.62
2018-11-08,0.005085,0.02129,0.3,0.01129,10.336,6.418
2018-11-09,0.00529,0.01958,0.3833,0.02321,39.34,23.7
2018-11-10,0.005417,0.032,0.5083,0.01388,62.97,41.12
2018-11-11,0.005123,0.0268,0.55,0.01004,57.4,35.72
2018-11-12,0.004833,0.02887,0.3667,0.01175,32.34,17.75
2018-11-13,0.005165,0.03607,0.4792,0.0075,42.25,24.83
2018-11-14,0.004875,0.03604,0.45,0.00929,34.6,21.7
2018-11-15,0.005333,0.04324,0.533,0.005,44.88,27.2
2018-11-16,0.005707,0.0349,0.592,0.01046,53.7,35.3
2018-11-17,0.00496,0.02742,0.3916,0.00938,34.78,18.42
2018-11-18,0.00546,0.03072,0.5083,0.008125,37.62,22.62
2018-11-19,0.0055,0.0359,0.6167,0.00833,57.16,29.88
2018-11-20,0.00577,0.03754,0.4182,0.007683,49.34,19.62
2018-11-21,0.005085,0.02966,0.329,0.009415,32.5,15.625
2018-11-22,0.004623,0.02063,0.2375,0.01625,24.58,11.164
2018-11-23,0.005135,0.03114,0.3591,0.009,27.86,13.18
2018-11-24,0.00525,0.03024,0.3374,0.00725,23.38,14.5
2018-11-25,0.00525,0.03534,0.5957,0.003416,37.25,25.7
2018-11-26,0.006374,0.03638,0.6416,0.00396,54.12,28.17
2018-11-27,0.00629,0.036,0.6416,0.004917,115.2,42.38
2018-11-28,0.005043,0.02638,0.3,0.01241,132.1,25.67
2018-11-29,0.005875,0.03766,0.421,0.003334,81.5,21.5
2018-11-30,0.0055,0.03717,0.4292,0.005833,65.8,21.75
2018-12-01,0.006374,0.04483,0.579,0.004707,52.88,23.33
2018-12-02,0.00617,0.03766,0.554,0.004917,49.5,22.62
2018-12-03,0.006126,0.03854,0.5835,0.00175,40.34,20.88
2018-12-04,0.005047,0.02132,0.3865,0.00791,35.12,15.79
2018-12-05,0.005043,0.02338,0.275,0.00938,30.9,12.39
2018-12-06,0.005333,0.02591,0.329,0.008835,38.47,16.55
2018-12-07,0.00429,0.01092,0.175,0.02126,26.2,8.46
2018-12-08,0.0045,0.01254,0.2084,0.01958,27.08,8.5
2018-12-09,0.00475,0.0185,0.2583,0.017,23.58,10.336
2018-12-10,0.005436,0.04126,0.4348,0.004913,35.34,17.12
2018-12-11,0.006042,0.04083,0.4666,0.003292,40.25,20.3
2018-12-12,0.00525,0.02771,0.3792,0.011955,49.28,22.08
2018-12-13,0.005543,0.02946,0.375,0.01158,37.34,20.22
2018-12-14,0.005123,0.03021,0.3042,0.00838,33.5,17.2
2018-12-15,0.00579,0.04547,0.6,0.003416,56.97,34.66
2018-12-16,0.006374,0.04346,0.571,0.002666,47.75,32.72
2018-12-17,0.00625,0.03226,0.5293,0.00833,67.94,40.0
2018-12-18,0.006332,0.04456,0.533,0.005375,48.16,23.25
2018-12-19,0.006416,0.04565,0.6206,0.005375,51.12,26.38
2018-12-20,0.00679,0.05136,0.6377,0.003626,58.22,29.45
2018-12-21,0.00761,0.05695,0.7607,0.002478,76.94,40.38
2018-12-22,0.007835,0.055,0.8125,0.00575,85.7,49.6
2018-12-23,0.005707,0.02037,0.4,0.01837,54.66,26.08
2018-12-24,0.005333,0.02812,0.279,0.01112,25.25,11.04
2018-12-25,0.006374,0.04276,0.45,0.003084,34.62,19.33
2018-12-26,0.004906,0.02782,0.4238,0.01162,53.16,23.28
2018-12-27,0.002666,0.01709,0.3237,0.02048,35.1,9.43
2018-12-28,0.002958,0.02126,0.3958,0.01466,41.62,15.336
2018-12-29,0.002832,0.01596,0.3416,0.0228,48.84,10.21
2018-12-30,0.003042,0.02858,0.533,0.01371,34.66,18.08
2018-12-31,0.0035,0.0445,0.696,0.005,53.5,32.53
2019-01-01,0.003124,0.03125,0.6,0.0163,43.9,27.45
2019-01-02,0.003374,0.03842,0.6123,0.011086,40.1,24.92
2019-01-03,0.003626,0.04645,0.679,0.00579,44.62,27.05
2019-01-04,0.004875,0.05634,1.013,0.003,71.5,46.5
2019-01-05,0.00408,0.02979,0.6167,0.01741,73.8,43.34
2019-01-06,0.003792,0.03882,0.6123,0.0105,59.16,25.75
2019-01-07,0.00425,0.04846,0.8667,0.007126,64.56,38.1
2019-01-08,0.00387,0.02525,0.4695,0.02008,46.84,19.19
2019-01-09,0.004208,0.03912,0.6377,0.00875,61.12,25.08
2019-01-10,0.004707,0.0527,0.75,0.00325,68.44,37.9
2019-01-11,0.00496,0.05417,0.9043,0.005875,86.06,60.16
2019-01-12,0.004333,0.05756,0.954,0.00733,102.6,71.7
2019-01-13,0.004543,0.05316,1.075,0.01275,116.06,85.06
2019-01-14,0.005417,0.07007,1.441,0.00529,170.2,134.4
2019-01-15,0.004375,0.02908,0.8457,0.022,153.1,93.3
2019-01-16,0.003334,0.03046,0.4292,0.013336,56.6,19.45
2019-01-17,0.004124,0.03955,0.7,0.011375,52.12,27.0
2019-01-18,0.00479,0.05615,1.088,0.006916,73.2,44.6
2019-01-19,0.00596,0.0584,1.112,0.007305,105.94,73.3
2019-01-20,0.00396,0.01758,0.558,0.02747,78.2,34.47
2019-01-21,0.003761,0.04294,0.619,0.007095,49.2,23.77
2019-01-22,0.004333,0.0511,0.925,0.007626,78.1,39.72
2019-01-23,0.004333,0.04117,0.825,0.01646,81.75,46.47
2019-01-24,0.003626,0.0465,0.6084,0.00892,50.28,23.75
2019-01-25,0.003792,0.03214,0.5083,0.01842,64.75,22.45
2019-01-26,0.003292,0.02217,0.4126,0.0235,50.16,20.45
2019-01-27,0.003374,0.03726,0.571,0.013374,44.53,23.7
2019-01-28,0.003334,0.02283,0.4624,0.02354,104.2,27.42
2019-01-29,0.00425,0.04718,0.6084,0.0075,80.9,26.88
2019-01-30,0.004417,0.0566,0.7085,0.006,73.94,38.47
2019-01-31,0.003416,0.02792,0.475,0.014915,87.75,24.0
2019-02-01,0.003458,0.03708,0.558,0.01241,47.34,20.83
2019-02-02,0.003084,0.04395,0.6084,0.00808,66.4,41.38
2019-02-03,0.002459,0.02983,0.65,0.01784,42.9,34.38
2019-02-04,0.002832,0.02155,0.475,0.02885,79.25,39.66
2019-02-05,0.003666,0.04205,0.6377,0.01631,95.2,31.92
2019-02-06,0.003918,0.04263,0.6626,0.013664,104.4,38.4
2019-02-07,0.002666,0.0175,0.4417,0.02824,68.56,35.78
2019-02-08,0.003124,0.03009,0.4417,0.01525,39.9,19.95
2019-02-09,0.003334,0.01842,0.4292,0.02562,41.0,18.3
2019-02-10,0.003666,0.02583,0.5,0.01974,45.62,25.55
2019-02-11,0.00375,0.02638,0.4958,0.02379,47.0,23.7
2019-02-12,0.00475,0.03616,0.7,0.022,70.5,41.72
2019-02-13,0.003819,0.03,0.4863,0.0225,47.03,22.73
2019-02-14,0.004333,0.0475,0.625,0.013145,61.1,30.88
2019-02-15,0.00325,0.04276,0.546,0.02415,44.5,31.45
2019-02-16,0.00396,0.02095,0.704,0.02486,66.94,53.4
2019-02-17,0.003292,0.02708,0.5083,0.02872,39.84,27.08
2019-02-18,0.003708,0.05737,0.7627,0.010124,56.1,34.12
2019-02-19,0.003542,0.04636,0.6665,0.00646,54.25,40.47
2019-02-20,0.003584,0.03864,0.6626,0.02237,73.9,57.53
2019-02-21,0.004623,0.05362,0.929,0.01234,87.6,70.94
2019-02-22,0.005417,0.0624,0.95,0.009705,87.7,66.25
2019-02-23,0.004333,0.05066,0.821,0.01683,63.34,43.28
2019-02-24,0.004707,0.0481,0.7583,0.02025,71.9,55.25
2019-02-25,0.003876,0.04346,0.692,0.01909,97.1,69.94
2019-02-26,0.00375,0.05188,0.671,0.01075,64.8,32.28
2019-02-27,0.005592,0.0589,0.6772,0.01182,91.1,48.97
2019-02-28,0.00475,0.06113,0.8335,0.01892,100.94,67.9
2019-03-01,0.005085,0.0545,0.9624,0.0267,131.6,92.8
2019-03-02,0.004124,0.0629,0.9834,0.02025,128.8,91.56
2019-03-03,0.003918,0.049,0.8623,0.02863,115.7,83.7
2019-03-04,0.0045,0.05963,0.967,0.02504,174.4,124.06
2019-03-05,0.0045,0.04242,0.9043,0.03445,198.4,152.8
2019-03-06,0.00475,0.05032,0.821,0.02841,153.8,114.56
2019-03-07,0.003374,0.035,0.575,0.03226,62.7,38.6
2019-03-08,0.003918,0.049,0.533,0.0162,58.44,32.6
2019-03-09,0.005333,0.06192,0.675,0.010124,56.72,33.78
2019-03-10,0.004166,0.03275,0.5415,0.02747,55.5,35.88
2019-03-11,0.003046,0.03827,0.5728,0.02058,81.8,54.1
2019-03-12,0.002,0.02855,0.571,0.02925,96.7,57.6
2019-03-13,0.002,0.02325,0.3416,0.02971,51.62,13.75
2019-03-14,0.002125,0.03296,0.471,0.02621,53.4,23.14
2019-03-15,0.00204,0.03108,0.4458,0.02805,70.94,41.03
2019-03-16,0.002,0.0324,0.4666,0.0205,49.4,36.03
2019-03-17,0.002,0.0252,0.4,0.02988,43.78,25.58
2019-03-18,0.002459,0.04962,0.5376,0.01288,47.12,26.55
2019-03-19,0.003208,0.059,0.7456,0.01429,82.56,51.78
2019-03-20,0.00325,0.05426,0.7207,0.01666,111.25,84.0
2019-03-21,0.002333,0.02516,0.425,0.0335,44.56,34.5
2019-03-22,0.002,0.01724,0.346,0.03613,45.97,21.88
2019-03-23,0.002,0.02412,0.3875,0.031,29.83,17.8
2019-03-24,0.002,0.01958,0.346,0.03647,32.28,13.625
2019-03-25,0.002083,0.03613,0.45,0.0325,55.78,34.84
2019-03-26,0.002625,0.04413,0.5083,0.02737,72.44,41.3
2019-03-27,0.002916,0.03183,0.6084,0.05017,117.6,72.7
2019-03-28,0.003273,0.0321,0.5728,0.03114,99.7,59.75
2019-03-29,0.00375,0.02554,0.3916,0.0387,49.66,20.55
2019-03-30,0.002542,0.02083,0.3833,0.0376,45.56,29.05
2019-03-31,0.002,0.012665,0.3875,0.0393,48.6,28.3
2019-04-01,0.002542,0.02013,0.3208,0.03662,30.33,12.71
2019-04-02,0.002874,0.03017,0.4126,0.03128,40.6,18.33
2019-04-03,0.003374,0.03397,0.4417,0.033,47.0,24.67
2019-04-04,0.003956,0.03165,0.4092,0.03442,40.56,20.88
2019-04-05,0.00375,0.02562,0.3958,0.04117,85.06,26.7
2019-04-06,0.003918,0.04413,0.533,0.01546,60.5,19.8
2019-04-07,0.004333,0.02275,0.4084,0.03357,41.12,17.66
2019-04-08,0.003666,0.03046,0.3792,0.03146,42.9,11.914
2019-04-09,0.00325,0.02379,0.3584,0.03128,28.17,9.5
2019-04-10,0.002375,0.0223,0.329,0.03262,11.04,5.418
2019-04-11,0.003084,0.0389,0.4834,0.02225,32.88,19.92
2019-04-12,0.00408,0.04355,0.4834,0.0315,56.9,35.12
2019-04-13,0.004166,0.0382,0.4458,0.04276,48.16,30.67
2019-04-14,0.003124,0.02446,0.3958,0.0453,41.6,22.25
2019-04-15,0.003708,0.03717,0.4583,0.03226,54.53,16.45
2019-04-16,0.004208,0.04663,0.4917,0.02959,47.12,20.0
2019-04-17,0.00496,0.04547,0.4834,0.02908,45.47,18.95
2019-04-18,0.00408,0.03625,0.4,0.02863,48.97,28.38
2019-04-19,0.003374,0.02328,0.3584,0.03038,48.22,25.42
2019-04-20,0.003416,0.02776,0.375,0.03305,54.16,28.25
2019-04-21,0.002958,0.02504,0.3916,0.03525,44.12,30.58
2019-04-22,0.003876,0.04712,0.567,0.03009,110.1,48.97
2019-04-23,0.005123,0.05325,0.65,0.0351,104.06,47.56
2019-04-24,0.00375,0.04074,0.5293,0.02675,64.3,48.25
2019-04-25,0.003708,0.02205,0.3625,0.02908,40.6,18.5
2019-04-26,0.002455,0.01659,0.3044,0.0321,10.55,6.227
2019-04-27,0.002583,0.02708,0.4126,0.02805,18.5,10.375
2019-04-28,0.002916,0.02208,0.3708,0.04175,19.44,11.914
2019-04-29,0.003208,0.03555,0.475,0.02742,27.58,17.17
2019-04-30,0.003334,0.04074,0.525,0.02708,39.34,22.0
2019-05-01,0.003458,0.03091,0.4624,0.0388,66.5,29.08
2019-05-02,0.003416,0.0324,0.4084,0.03345,59.28,14.04
2019-05-03,0.0055,0.04736,0.5625,0.04004,63.12,31.92
2019-05-04,0.005665,0.05243,0.7207,0.05164,98.44,66.4
2019-05-05,0.00458,0.0365,0.5625,0.062,63.47,37.97
2019-05-06,0.002958,0.01346,0.2834,0.04514,34.22,8.25
2019-05-07,0.003792,0.03247,0.421,0.0393,48.0,16.3
2019-05-08,0.004875,0.03104,0.454,0.05472,57.34,24.3
2019-05-09,0.004124,0.0322,0.4333,0.04843,51.38,23.5
2019-05-10,0.00446,0.04413,0.5293,0.04514,63.34,35.88
2019-05-11,0.00525,0.0629,0.6294,0.0317,70.56,38.47
2019-05-12,0.004375,0.03958,0.55,0.05875,55.0,34.62
2019-05-13,0.005165,0.04575,0.5293,0.0399,61.47,38.72
2019-05-14,0.004738,0.0343,0.3914,0.04465,46.78,32.53
2019-05-15,0.004875,0.0461,0.579,0.04233,74.8,49.4
2019-05-16,0.003918,0.04413,0.5376,0.0471,70.0,44.88
2019-05-17,0.004375,0.0479,0.4792,0.03983,55.62,37.0
2019-05-18,0.003834,0.0157,0.2666,0.0494,27.75,15.664
2019-05-19,0.002625,0.01388,0.2876,0.0323,15.39,11.29
2019-05-20,0.002792,0.0175,0.3125,0.03696,38.34,11.414
2019-05-21,0.004,0.02422,0.4126,0.0504,56.84,20.92
2019-05-22,0.004623,0.02667,0.4834,0.0669,59.4,30.05
2019-05-23,0.006542,0.04245,0.6416,0.07227,76.9,45.03
2019-05-24,0.006626,0.0495,0.646,0.0786,91.3,56.16
2019-05-25,0.005665,0.0351,0.5835,0.0691,84.5,57.47
2019-05-26,0.00408,0.02855,0.404,0.0559,39.4,22.92
2019-05-27,0.002728,0.01741,0.3044,0.04047,22.5,13.22
2019-05-28,0.002666,0.02,0.2876,0.03958,23.8,7.668
2019-05-29,0.004333,0.0367,0.5044,0.04846,54.66,25.83
2019-05-30,0.0045,0.03778,0.4624,0.04892,49.16,23.92
2019-05-31,0.003208,0.02258,0.296,0.0546,22.44,9.625
2019-06-01,0.003708,0.02483,0.35,0.05246,38.5,27.83
2019-06-02,0.00396,0.02412,0.4458,0.05817,42.6,25.58
2019-06-03,0.003626,0.035,0.454,0.05176,41.12,20.67
2019-06-04,0.003626,0.02966,0.4167,0.0339,29.7,18.45
2019-06-05,0.003416,0.04025,0.525,0.03845,65.7,49.34
2019-06-06,0.004,0.03818,0.5835,0.0322,69.94,52.0
2019-06-07,0.0035,0.01375,0.3416,0.06064,13.46,8.875
2019-06-08,0.003458,0.02509,0.375,0.04987,24.5,16.3
2019-06-09,0.003834,0.02058,0.4333,0.05762,43.78,36.28
2019-06-10,0.00275,0.01234,0.2542,0.03397,10.086,5.332
2019-06-11,0.002832,0.01654,0.275,0.0429,11.25,5.0
2019-06-12,0.003042,0.03864,0.4,0.02733,35.9,18.92
2019-06-13,0.003416,0.0335,0.3916,0.0405,32.28,19.95
2019-06-14,0.003042,0.02795,0.3708,0.04367,39.0,24.0
2019-06-15,0.002958,0.01488,0.3416,0.0497,37.4,19.0
2019-06-16,0.003391,0.0165,0.325,0.04782,16.75,9.75
2019-06-17,0.003681,0.0241,0.3455,0.0367,27.44,14.74
2019-06-18,0.003166,0.02824,0.4375,0.03403,36.88,26.22
2019-06-19,0.002708,0.02429,0.404,0.05017,40.38,29.75
2019-06-20,0.002666,0.0235,0.3833,0.05026,38.28,25.8
2019-06-21,0.002832,0.02554,0.3708,0.03864,38.1,24.17
2019-06-22,0.003334,0.01121,0.2417,0.04684,11.71,5.918
2019-06-23,0.00229,0.01087,0.2375,0.04904,12.05,7.125
2019-06-24,0.002916,0.0273,0.3208,0.04355,24.12,13.25
2019-06-25,0.003374,0.03308,0.4,0.0535,38.66,23.67
2019-06-26,0.003521,0.02852,0.4175,0.04968,36.03,23.39
2019-06-27,0.003124,0.02345,0.3584,0.043,27.6,18.95
2019-06-28,0.003876,0.03745,0.4792,0.03326,54.84,39.78
2019-06-29,0.003042,0.01971,0.346,0.0351,28.9,22.05
2019-06-30,0.002666,0.015045,0.3708,0.04486,41.12,33.03
2019-07-01,0.002916,0.02684,0.5127,0.05087,44.53,33.88
2019-07-02,0.003124,0.027,0.4126,0.04974,40.75,28.48
2019-07-03,0.003124,0.03146,0.421,0.03546,49.25,32.0
2019-07-04,0.003334,0.03824,0.4583,0.02942,44.0,27.33
2019-07-05,0.003408,0.0386,0.4546,0.04117,38.3,23.19
2019-07-06,0.003,0.01755,0.3542,0.05414,30.9,21.38
2019-07-07,0.002459,0.005043,0.2542,0.05032,16.08,9.21
2019-07-08,0.003416,0.00754,0.2417,0.04153,11.87,5.082
2019-07-09,0.003042,0.0075,0.2084,0.0404,13.71,6.082
2019-07-10,0.003208,0.00967,0.2375,0.0328,13.336,5.668
2019-07-11,0.0035,0.01396,0.2583,0.02017,13.586,3.916
2019-07-12,0.002666,0.02412,0.3125,0.02504,21.6,10.54
2019-07-13,0.003708,0.02174,0.425,0.04263,40.28,31.48
2019-07-14,0.003166,0.01958,0.546,0.05612,58.75,49.25
2019-07-15,0.003166,0.02779,0.5127,0.03488,53.75,44.9
2019-07-16,0.003084,0.02737,0.4666,0.0357,47.88,35.53
2019-07-17,0.00404,0.03067,0.5625,0.04068,83.75,68.6
2019-07-18,0.003918,0.03195,0.604,0.0665,81.56,68.3
2019-07-19,0.004543,0.02191,0.4126,0.0393,43.62,30.1
2019-07-20,0.003374,0.00987,0.2,0.01471,8.0,1.25
2019-07-21,0.002666,0.01154,0.3,0.02142,16.8,8.086
2019-07-22,0.003292,0.02771,0.404,0.04034,49.12,29.62
2019-07-23,0.00343,0.02495,0.3333,0.01409,25.84,11.664
2019-07-24,0.002459,0.0245,0.3333,0.01163,22.05,7.582
2019-07-25,0.002583,0.02988,0.4375,0.01584,24.7,10.96
2019-07-26,0.002625,0.03117,0.4624,0.02234,19.05,7.832
2019-07-27,0.002708,0.02155,0.3833,0.03616,13.55,4.0
2019-07-28,0.002083,0.01458,0.3167,0.02396,8.32,1.348
2019-07-29,0.002375,0.01475,0.2583,0.009834,10.586,1.417
2019-07-30,0.002666,0.01458,0.2542,0.01613,16.3,4.81
2019-07-31,0.002542,0.02583,0.325,0.01479,14.32,3.334
2019-08-01,0.002832,0.0215,0.279,0.013794,13.44,2.5
2019-08-02,0.002583,0.03,0.325,0.01825,17.55,5.625
2019-08-03,0.002625,0.02458,0.3416,0.03745,17.17,8.0
2019-08-04,0.003084,0.02747,0.4,0.04816,25.25,14.46
2019-08-05,0.0035,0.02675,0.4084,0.0367,33.34,21.3
2019-08-06,0.003792,0.01229,0.2583,0.0351,20.33,12.336
2019-08-07,0.003334,0.03195,0.4292,0.01133,27.22,12.875
2019-08-08,0.003542,0.0293,0.4333,0.02242,40.0,23.3
2019-08-09,0.00425,0.02995,0.3416,0.01909,27.95,13.21
2019-08-10,0.004208,0.01633,0.275,0.03293,21.05,8.164
2019-08-11,0.002916,0.00821,0.2084,0.02792,15.586,5.793
2019-08-12,0.00375,0.02034,0.3042,0.01229,16.33,8.04
2019-08-13,0.00325,0.02658,0.3708,0.0305,24.95,11.21
2019-08-14,0.00404,0.014915,0.279,0.02342,16.2,5.5
2019-08-15,0.005333,0.01141,0.2583,0.01288,9.75,1.75
2019-08-16,0.002958,0.02138,0.425,0.02783,19.66,6.918
2019-08-17,0.003292,0.01825,0.4375,0.06122,34.53,14.125
2019-08-18,0.003292,0.01559,0.4458,0.0542,22.61,10.586
2019-08-19,0.003918,0.02275,0.4583,0.04626,27.75,12.086
2019-08-20,0.003834,0.01921,0.425,0.04993,27.3,13.336
2019-08-21,0.004272,0.0295,0.4683,0.03214,35.28,21.73
2019-08-22,0.004208,0.02667,0.5044,0.03583,44.1,25.17
2019-08-23,0.003792,0.0222,0.525,0.0427,36.66,14.5
2019-08-24,0.00325,0.02759,0.4624,0.0293,24.67,9.0
2019-08-25,0.003084,0.01984,0.425,0.03864,22.2,9.836
2019-08-26,0.00325,0.0255,0.4792,0.045,28.55,13.75
2019-08-27,0.003542,0.0328,0.471,0.0393,26.95,15.375
2019-08-28,0.003166,0.02805,0.4666,0.04117,34.75,17.55
2019-08-29,0.003086,0.02692,0.5044,0.03656,29.08,17.95
2019-08-30,0.00325,0.02554,0.375,0.02892,22.7,9.164
2019-08-31,0.003124,0.02904,0.3875,0.03195,24.08,9.71
2019-09-01,0.003166,0.02188,0.4624,0.0342,21.0,10.586
2019-09-02,0.003166,0.03192,0.461,0.0288,26.38,11.22
2019-09-03,0.004375,0.02092,0.3584,0.02422,21.95,9.29
2019-09-04,0.004917,0.02109,0.325,0.02054,12.95,3.416
2019-09-05,0.004623,0.02391,0.329,0.007835,11.44,3.666
2019-09-06,0.005543,0.02058,0.3167,0.01158,16.56,4.707
2019-09-07,0.002792,0.006416,0.2125,0.02184,14.19,2.459
2019-09-08,0.003124,0.01895,0.4624,0.03714,37.88,19.12
2019-09-09,0.003626,0.02821,0.533,0.0267,37.22,22.0
2019-09-10,0.00475,0.02483,0.3916,0.02992,18.31,8.586
2019-09-11,0.003124,0.01029,0.2708,0.04883,8.375,2.541
2019-09-12,0.00204,0.012,0.2666,0.02634,9.695,5.043
2019-09-13,0.002125,0.01738,0.296,0.03168,14.336,6.875
2019-09-14,0.002375,0.02133,0.3833,0.02058,20.33,12.086
2019-09-15,0.002459,0.009834,0.3833,0.02995,14.25,9.914
2019-09-16,0.003864,0.01596,0.35,0.02628,15.09,7.816
2019-09-17,0.00408,0.01817,0.3416,0.0412,21.58,10.25
2019-09-18,0.003876,0.02504,0.3916,0.02733,38.25,14.71
2019-09-19,0.00396,0.01979,0.3374,0.02795,34.03,13.21
2019-09-20,0.00458,0.02179,0.3416,0.01616,26.8,11.125
2019-09-21,0.003792,0.02129,0.3167,0.0187,13.914,9.0
2019-09-22,0.00275,0.00733,0.2333,0.04257,5.6,5.082
2019-09-23,0.003092,0.01605,0.2773,0.032,15.55,7.773
2019-09-24,0.005043,0.03403,0.4375,0.02046,22.17,12.04
2019-09-25,0.003834,0.03976,0.5127,0.02225,26.34,15.79
2019-09-26,0.00408,0.02792,0.421,0.02217,20.67,13.414
2019-09-27,0.004543,0.02838,0.3708,0.01654,21.38,10.695
2019-09-28,0.00396,0.03009,0.3833,0.02129,23.66,15.35
2019-09-29,0.003666,0.02863,0.4958,0.03546,33.22,22.95
2019-09-30,0.003542,0.04703,0.6084,0.0325,46.12,29.05
2019-10-01,0.004124,0.03543,0.4958,0.02937,36.12,24.92
2019-10-02,0.00425,0.0195,0.3625,0.009705,21.45,14.71
2019-10-03,0.004333,0.01659,0.296,0.01859,10.45,7.043
2019-10-04,0.003876,0.0255,0.4417,0.02492,29.5,19.12
2019-10-05,0.003416,0.015335,0.3958,0.02754,33.9,18.92
